Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A0F9FR93	unreviewed	Zinc resistance-associated protein	412755	marine sediment metagenome	146	PF13801	40..143
A0A0F9IGX8	unreviewed	Uncharacterized protein	412755	marine sediment metagenome	127	PF13801	14..100
A0A0F9N7U8	unreviewed	Zinc resistance-associated protein	412755	marine sediment metagenome	167	PF13801	18..142
A0A0F9UCA0	unreviewed	Periplasmic heavy metal sensor	412755	marine sediment metagenome	164	PF13801	13..146
A0A0F9V1F7	unreviewed	Zinc resistance-associated protein	412755	marine sediment metagenome	169	PF13801	18..142
A0A0F9VN37	unreviewed	Zinc resistance-associated protein	412755	marine sediment metagenome	170	PF13801	15..133
A0A0G0PXZ4	unreviewed	Periplasmic heavy metal sensor	1618450	Candidatus Gottesmanbacteria bacterium GW2011_GWC2_39_8	178	PF13801	12..136
A0A0G3BFG1	unreviewed	Periplasmic heavy metal sensor	413882	Caldimonas brevitalea	218	PF13801	42..182
A0A0G3ELN6	unreviewed	LTXXQ motif family protein	1307763	Kiritimatiella glycovorans	171	PF13801	9..127
A0A0G3ETR6	unreviewed	Zinc resistance-associated protein	445709	Pandoraea thiooxydans	161	PF13801	12..137
A0A0G3EW16	unreviewed	Periplasmic heavy metal sensor	445709	Pandoraea thiooxydans	187	PF13801	38..142
A0A0G3WMJ5	unreviewed	Periplasmic heavy metal sensor	60550	Burkholderia pyrrocinia	182	PF13801	15..143
A0A0G3X198	unreviewed	Periplasmic heavy metal sensor	60550	Burkholderia pyrrocinia	167	PF13801	12..139
A0A0G3XIB3	unreviewed	Heavy metal resistance protein	1348774	Croceicoccus naphthovorans	144	PF13801	10..127
A0A0G4K938	unreviewed	Conserved hypothetical secreted protein	381802	Brachyspira suanatina	152	PF13801	20..144
A0A0G4K9I2	unreviewed	Periplasmic heavy metal sensor	381802	Brachyspira suanatina	170	PF13801	75..162
A0A0H0Q0S7	unreviewed	Zinc resistance-associated protein	562	Escherichia coli	143	PF13801	8..120
A0A0H1R631	unreviewed	Periplasmic heavy metal sensor	1225564	Microvirga vignae	164	PF13801	64..152
A0A0H2LXE2	unreviewed	Periplasmic heavy metal sensor	34073	Variovorax paradoxus	155	PF13801	13..138
A0A0H2MTJ2	unreviewed	Zinc resistance-associated protein	1489064	Kiloniella spongiae	154	PF13801	15..136
A0A0H2WIU8	unreviewed	Periplasmic heavy metal sensor	243160	Burkholderia mallei (strain ATCC 23344)	181	PF13801	8..140
A0A0H2XQE8	unreviewed	Periplasmic heavy metal sensor	331271	Burkholderia orbicola (strain AU 1054)	184	PF13801	16..144
A0A0H2XUV4	unreviewed	Periplasmic heavy metal sensor	331271	Burkholderia orbicola (strain AU 1054)	167	PF13801	12..139
A0A0H2YLC3	unreviewed	Zinc resistance-associated protein	377628	Yersinia pestis bv. Antiqua (strain Nepal516)	157	PF13801	12..132
A0A0H2Z4Y7	unreviewed	Zinc resistance-associated protein	405955	Escherichia coli O1:K1 / APEC	186	PF13801	55..168
A0A0H3A533	unreviewed	Zinc resistance-associated protein	391774	Nitratidesulfovibrio vulgaris (strain DP4)	173	PF13801	11..120
A0A0H3B6M2	unreviewed	Zinc resistance-associated protein	502800	Yersinia pseudotuberculosis serotype O:3 (strain YPIII)	157	PF13801	12..132
A0A0H3BUE7	unreviewed	Zinc resistance-associated protein	423368	Salmonella newport (strain SL254)	151	PF13801	8..124
A0A0H3CD80	unreviewed	CpxP-related protein	565050	Caulobacter vibrioides (strain NA1000 / CB15N)	209	PF13801	88..190
A0A0H3ENT2	unreviewed	Zinc resistance-associated protein	685038	Escherichia coli O83:H1 (strain NRG 857C / AIEC)	139	PF13801	9..121
A0A0H3FMF6	unreviewed	Zinc resistance-associated protein	1028307	Klebsiella aerogenes (strain ATCC 13048 / DSM 30053 / CCUG 1429 / JCM 1235 / KCTC 2190 / NBRC 13534 / NCIMB 10102 / NCTC 10006 / CDC 819-56)	145	PF13801	9..124
A0A0H3GQ19	unreviewed	Zinc resistance-associated protein	1125630	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	145	PF13801	6..124
A0A0H3H4B7	unreviewed	Zinc resistance-associated protein	1006551	Klebsiella michiganensis (strain ATCC 8724 / DSM 4798 / JCM 20051 / NBRC 3318 / NRRL B-199 / KCTC 1686 / BUCSAV 143 / CCM 1901)	144	PF13801	8..120
A0A0H3HS53	unreviewed	Periplasmic heavy metal sensor	884204	Burkholderia pseudomallei (strain 1026b)	181	PF13801	8..140
A0A0H3KQF6	unreviewed	Periplasmic heavy metal sensor	395019	Burkholderia multivorans (strain ATCC 17616 / 249)	186	PF13801	15..143
A0A0H3MS07	unreviewed	Zinc resistance-associated protein	585057	Escherichia coli O7:K1 (strain IAI39 / ExPEC)	186	PF13801	55..168
A0A0H3NK96	unreviewed	Zinc resistance-associated protein	216597	Salmonella typhimurium (strain SL1344)	151	PF13801	8..124
A0A0H3PFR6	unreviewed	Zinc resistance-associated protein	478008	Escherichia coli O157:H7 (strain EC869)	141	PF13801	8..120
A0A0H3WVQ6	unreviewed	Periplasmic heavy metal sensor	656179	Pandoraea faecigallinarum	189	PF13801	13..143
A0A0H4VAG9	unreviewed	Heavy metal resistance protein	1648404	Aurantiacibacter atlanticus	146	PF13801	13..130
A0A0H4VEW3	unreviewed	Nickel-cobalt-cadmium resistance protein nccX	1648404	Aurantiacibacter atlanticus	144	PF13801	10..127
A0A0H4WRE0	unreviewed	Periplasmic heavy metal sensor	1297742	Myxococcus hansupus	147	PF13801	10..135
A0A0H4WT09	unreviewed	Uncharacterized protein	1297742	Myxococcus hansupus	149	PF13801	8..89
A0A0H5A2A3	unreviewed	Signaling pathway modulator ZraP	200450	Pseudomonas trivialis	155	PF13801	12..137
A0A0H5CXC4	unreviewed	Putative integral membrane protein	481446	Phaeobacter italicus	157	PF13801	19..139
A0A0I1M0Q7	unreviewed	Zinc resistance-associated protein	624	Shigella sonnei	141	PF13801	8..120
A0A0I9SII3	unreviewed	Signaling pathway modulator ZraP	1619235	[Pseudomonas] sp. BICA1-14	154	PF13801	12..133
A0A0I9SJA0	unreviewed	Signaling pathway modulator ZraP	1619235	[Pseudomonas] sp. BICA1-14	137	PF13801	6..89
A0A0J1CPD1	unreviewed	Periplasmic heavy metal sensor	908627	Caballeronia mineralivorans PML1(12)	146	PF13801	5..110
A0A0J1D3H3	unreviewed	Zinc resistance-associated protein	908627	Caballeronia mineralivorans PML1(12)	157	PF13801	14..137
A0A0J1D9T4	unreviewed	Periplasmic heavy metal sensor	1406431	Massilia sp. WF1	165	PF13801	23..152
A0A0J1LF40	unreviewed	Zinc resistance-associated protein	1686381	Citrobacter sp. MGH106	150	PF13801	10..125
A0A0J1MR19	unreviewed	Zinc resistance-associated protein	1686382	Citrobacter sp. MGH109	147	PF13801	7..122
A0A0J2AS07	unreviewed	Zinc resistance-associated protein	562	Escherichia coli	141	PF13801	8..121
A0A0J5QGR4	unreviewed	Putative integral membrane protein	1618204	Puniceibacterium sp. IMCC21224	163	PF13801	18..141
A0A0J5W8C0	unreviewed	Periplasmic heavy metal sensor	292	Burkholderia cepacia	167	PF13801	12..139
A0A0J5WMU2	unreviewed	Periplasmic heavy metal sensor	292	Burkholderia cepacia	182	PF13801	15..143
A0A0J6T188	unreviewed	Periplasmic heavy metal sensor	270351	Methylobacterium aquaticum	196	PF13801	33..152
A0A0J7XH24	unreviewed	Heavy metal resistance protein	1114963	Novosphingobium barchaimii LL02	145	PF13801	8..129
A0A0J7XJN2	unreviewed	Heavy metal resistance protein	1114963	Novosphingobium barchaimii LL02	144	PF13801	12..130
A0A0J7XKC8	unreviewed	Heavy metal resistance protein	1420583	Sphingobium cupriresistens LL01	145	PF13801	11..130
A0A0J9CTN3	unreviewed	Heavy metal resistance protein	13690	Sphingobium yanoikuyae	146	PF13801	14..131
A0A0J9D2H0	unreviewed	Heavy metal resistance protein	13690	Sphingobium yanoikuyae	144	PF13801	10..128
A0A0J9EBP8	unreviewed	Periplasmic heavy metal sensor	1675527	Candidatus Rhodobacter lobularis	174	PF13801	33..157
A0A0J9ECI9	unreviewed	Zinc resistance-associated protein	1675527	Candidatus Rhodobacter lobularis	177	PF13801	60..147
A0A0J9FMT9	unreviewed	Heavy metal resistance protein	13690	Sphingobium yanoikuyae	145	PF13801	10..130
A0A0K0HH45	unreviewed	Zinc resistance-associated protein	218493	Salmonella bongori (strain ATCC 43975 / DSM 13772 / NCTC 12419)	144	PF13801	9..124
A0A0K0Y3H4	unreviewed	Uncharacterized protein	1458307	Octadecabacter temperatus	160	PF13801	18..140
A0A0K1EEY4	unreviewed	Periplasmic heavy metal sensor	52	Chondromyces crocatus	186	PF13801	47..160
A0A0K1JW02	unreviewed	Periplasmic heavy metal sensor	1678028	Massilia sp. NR 4-1	196	PF13801	76..183
A0A0K1UBX4	unreviewed	Signaling pathway modulator ZraP	1671721	Marinobacter sp. CP1	171	PF13801	21..139
A0A0K1ZSJ1	unreviewed	ATP-independent periplasmic protein-refolding chaperone	305	Ralstonia solanacearum	175	PF13801	40..150
A0A0K2W5G6	unreviewed	Periplasmic heavy metal sensor	69974	Mesorhizobium plurifarium	147	PF13801	8..126
A0A0K5Q265	unreviewed	Zinc resistance-associated protein	562	Escherichia coli	141	PF13801	8..120
A0A0K6HVJ6	unreviewed	Periplasmic protein refolding chaperone Spy/CpxP family	339866	Thiomonas bhubaneswarensis	204	PF13801	30..169
A0A0L0GI69	unreviewed	Zinc resistance-associated protein	379893	Trabulsiella odontotermitis	149	PF13801	8..124
A0A0L0MBQ0	unreviewed	ATPase involved in DNA repair	242163	Candidatus Burkholderia verschuerenii	192	PF13801	14..148
A0A0L1JS61	unreviewed	Integral membrane protein	1317121	Pseudaestuariivita atlantica	179	PF13801	22..146
A0A0L1KDS1	unreviewed	Nickel-cobalt-cadmium resistance protein nccX	1306953	Qipengyuania citrea LAMA 915	144	PF13801	7..129
A0A0L6CYY1	unreviewed	Heavy-metal resistance	74031	Roseovarius tolerans	169	PF13801	23..146
A0A0M0EMB3	unreviewed	L27 domain-containing protein	33995	Komagataeibacter europaeus	172	PF13801	19..140
A0A0M2LPQ1	unreviewed	Heavy metal resistance protein	1642949	Sphingomonas sp. Ag1	145	PF13801	10..130
A0A0M2LTI1	unreviewed	Heavy metal resistance protein	1642949	Sphingomonas sp. Ag1	146	PF13801	12..131
A0A0M2LUN0	unreviewed	Heavy metal resistance protein	1642949	Sphingomonas sp. Ag1	139	PF13801	7..124
A0A0M2R5K2	unreviewed	Zinc resistance-associated protein	1549748	Kiloniella litopenaei	152	PF13801	15..136
A0A0M2WNM9	unreviewed	Periplasmic protein	1649647	Janthinobacterium sp. KBS0711	154	PF13801	6..136
A0A0M3AJG1	unreviewed	Heavy metal resistance protein	56193	Sphingobium chungbukense	145	PF13801	10..130
A0A0M3K0B9	unreviewed	ATP-binding protein	6269	Anisakis simplex	977	PF13801	842..963
A0A0M3QG47	unreviewed	Periplasmic protein refolding chaperone Spy/CpxP family	1603606	Desulfuromonas soudanensis	165	PF13801	10..137
A0A0M4CXD7	unreviewed	Heavy metal resistance protein	292913	Sphingopyxis sp. (strain 113P3)	145	PF13801	12..129
A0A0M5IMH7	unreviewed	Heavy metal resistance protein	292913	Sphingopyxis sp. (strain 113P3)	146	PF13801	12..130
A0A0M5KYX9	unreviewed	Heavy metal resistance protein	361183	Altererythrobacter epoxidivorans	109	PF13801	4..94
A0A0M6YH20	unreviewed	Putative integral membrane protein	420998	Jannaschia donghaensis	158	PF13801	17..144
A0A0M7A313	unreviewed	P pilus assembly/Cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein	311410	Roseibium album	202	PF13801	66..184
A0A0M7CIB0	unreviewed	Periplasmic protein	1331258	Bordetella pseudohinzii	197	PF13801	12..150
A0A0M9DXJ8	unreviewed	Periplasmic heavy metal sensor	1509431	Candidatus Magnetomorum sp. HK-1	175	PF13801	18..129
A0A0M9EID1	unreviewed	Periplasmic heavy metal sensor	1389006	Shimia sp. SK013	166	PF13801	19..142
A0A0M9GDF8	unreviewed	Signaling pathway modulator ZraP	50340	Pseudomonas fuscovaginae	157	PF13801	13..137
A0A0N0J604	unreviewed	Periplasmic heavy metal sensor	1523424	beta proteobacterium AAP65	188	PF13801	22..155
A0A0N0JJI8	unreviewed	Heavy metal resistance protein	1523413	Novosphingobium sp. AAP1	145	PF13801	13..133
A0A0N0JNU5	unreviewed	Heavy metal resistance protein	1523423	Porphyrobacter sp. AAP60	145	PF13801	13..130
A0A0N0KHG5	unreviewed	Periplasmic heavy metal sensor	1523430	Rhodopseudomonas sp. AAP120	147	PF13801	17..140
A0A0N1BIN3	unreviewed	Periplasmic heavy metal sensor	1523422	Brevundimonas sp. AAP58	171	PF13801	16..143
A0A0N1ER98	unreviewed	Heavy-metal resistance protein	1684385	Novosphingobium sp. ST904	145	PF13801	8..129
A0A0N1F0L5	unreviewed	Periplasmic heavy metal sensor	1526658	Bosea vaviloviae	188	PF13801	76..161
A0A0N1L3G3	unreviewed	Heavy metal resistance protein	1523413	Novosphingobium sp. AAP1	152	PF13801	11..130
A0A0N1LET1	unreviewed	Heavy metal resistance protein	1523416	Blastomonas sp. AAP25	145	PF13801	12..130
A0A0N1LKI1	unreviewed	Periplasmic heavy metal sensor	1523418	alpha proteobacterium AAP38	159	PF13801	15..130
A0A0N1LSL9	unreviewed	Heavy metal resistance protein	1523425	Novosphingobium sp. AAP83	146	PF13801	10..129
A0A0N1N7Z4	unreviewed	L27 domain-containing protein	1458464	Komagataeibacter intermedius AF2	173	PF13801	19..141
A0A0N1TUY0	unreviewed	Zinc resistance-associated protein	439843	Salmonella schwarzengrund (strain CVM19633)	151	PF13801	8..124
A0A0N7JH74	unreviewed	Periplasmic heavy metal sensor	69395	Caulobacter henricii	201	PF13801	79..179
A0A0N7JV02	unreviewed	Periplasmic heavy metal sensor	1323664	Paraburkholderia caribensis MBA4	169	PF13801	12..138
A0A0N8K5G1	unreviewed	Heavy-metal resistance	1666914	Rhodobacteraceae bacterium HLUCCO07	176	PF13801	23..145
A0A0N9UER8	unreviewed	Heavy metal resistance protein	33050	Sphingopyxis macrogoltabida	145	PF13801	12..129
A0A0N9VA13	unreviewed	Heavy metal resistance protein	33050	Sphingopyxis macrogoltabida	144	PF13801	11..127
A0A0P0A8Q8	unreviewed	Uncharacterized protein	1397108	Celeribacter marinus	180	PF13801	23..153
A0A0P0CY64	unreviewed	Periplasmic heavy metal sensor	1532555	Brevundimonas sp. DS20	173	PF13801	12..139
A0A0P0D5H3	unreviewed	Heavy metal resistance protein	1532555	Brevundimonas sp. DS20	145	PF13801	13..129
A0A0P0EI83	unreviewed	Periplasmic heavy metal sensor	192	Azospirillum brasilense	155	PF13801	21..146
A0A0P0P452	unreviewed	Heavy metal resistance protein	69395	Caulobacter henricii	146	PF13801	8..130
A0A0P0R8X0	unreviewed	ATPase involved in DNA repair	1323664	Paraburkholderia caribensis MBA4	179	PF13801	10..140
A0A0P1E7A6	unreviewed	Putative integral membrane protein	81569	Ruegeria atlantica	157	PF13801	18..135
A0A0P1EIU5	unreviewed	Putative integral membrane protein	81569	Ruegeria atlantica	157	PF13801	18..135
A0A0P1ES65	unreviewed	Integral membrane protein	321267	Shimia marina	171	PF13801	21..141
A0A0P1F3V6	unreviewed	Putative integral membrane protein	266809	Thalassobacter stenotrophicus	161	PF13801	20..144
A0A0P1FCU9	unreviewed	Putative integral membrane protein	53501	Thalassovita gelatinovora	181	PF13801	25..148
A0A0P1FWF4	unreviewed	Putative integral membrane protein	2072972	Thalassovita autumnalis	176	PF13801	27..151
A0A0P1G118	unreviewed	Putative integral membrane protein	928856	Tritonibacter multivorans	192	PF13801	34..159
A0A0P1H0A8	unreviewed	Putative integral membrane protein	441103	Tropicibacter naphthalenivorans	161	PF13801	18..138
A0A0P1H4B2	unreviewed	Putative integral membrane protein	340021	Thalassovita mediterranea	178	PF13801	26..149
A0A0P1H5L5	unreviewed	Putative integral membrane protein	1396826	Leisingera aquaemixtae	163	PF13801	19..139
A0A0P1HAI0	unreviewed	Integral membrane protein	1712645	Phaeobacter sp. CECT 5382	177	PF13801	24..144
A0A0P1IE89	unreviewed	Integral membrane protein	1715692	Ruegeria denitrificans	157	PF13801	18..137
A0A0P1IGT8	unreviewed	Integral membrane protein	1715693	Shimia thalassica	170	PF13801	21..145
A0A0P1IQF2	unreviewed	Putative integral membrane protein	1715691	Cognatishimia activa	178	PF13801	22..144
A0A0P1MVI8	unreviewed	Protein CpxP	1633643	Candidatus Chrysopegis kryptomonas	164	PF13801	43..131
A0A0P6WXQ6	unreviewed	Heavy metal resistance protein	1603897	Erythrobacter sp. SG61-1L	146	PF13801	12..131
A0A0P7ITL9	unreviewed	Periplasmic heavy metal sensor	154981	Aliiroseovarius crassostreae	185	PF13801	28..157
A0A0P7V327	unreviewed	Periplasmic heavy metal sensor	1666904	Oceanicaulis sp. HLUCCA04	185	PF13801	16..143
A0A0P7W1C1	unreviewed	Putative integral membrane protein	1666913	Rhodobacteraceae bacterium HLUCCA08	161	PF13801	22..144
A0A0P7WTW4	unreviewed	Putative integral membrane protein	1666912	Roseibaca calidilacus	150	PF13801	18..133
A0A0P7XDH1	unreviewed	Putative integral membrane protein	1666917	Rhodobacteraceae bacterium HLUCCO18	165	PF13801	22..144
A0A0P8BGR5	unreviewed	Putative integral membrane protein	1666916	Rhodobacteraceae bacterium HLUCCA12	166	PF13801	24..149
A0A0P8K1L0	unreviewed	Zinc resistance-associated protein	546	Citrobacter freundii	147	PF13801	7..122
A0A0P8Y8M7	unreviewed	Periplasmic heavy metal sensor	1527300	Marinosulfonomonas sp. PRT-SC04	145	PF13801	11..133
A0A0Q0W6U5	unreviewed	Zinc resistance-associated protein	1735325	Desulfuromonas sp. SDB	177	PF13801	17..136
A0A0Q1ADI6	unreviewed	Zinc resistance-associated protein	1735324	Smithella sp. SDB	165	PF13801	11..132
A0A0Q4B997	unreviewed	Gas vesicle protein	1702214	Candidatus [Bacteroides] periocalifornicus	101	PF13801	7..84
A0A0Q4BZP7	unreviewed	Heavy metal resistance protein	1735670	Novosphingobium sp. Leaf2	146	PF13801	8..130
A0A0Q4CE89	unreviewed	Heavy metal resistance protein	1735674	Sphingomonas sp. Leaf9	145	PF13801	12..130
A0A0Q4CS24	unreviewed	Heavy metal resistance protein	1735674	Sphingomonas sp. Leaf9	146	PF13801	13..131
A0A0Q4DBP4	unreviewed	Heavy metal resistance protein	1735676	Sphingomonas sp. Leaf10	146	PF13801	12..130
A0A0Q4DT56	unreviewed	Heavy metal resistance protein	1735676	Sphingomonas sp. Leaf10	147	PF13801	13..131
A0A0Q4EQC1	unreviewed	Signaling pathway modulator ZraP	1735680	Pseudomonas sp. Leaf15	164	PF13801	13..137
A0A0Q4FEM8	unreviewed	Heavy metal resistance protein	1735681	Sphingomonas sp. Leaf16	142	PF13801	8..127
A0A0Q4G0W1	unreviewed	Periplasmic heavy metal sensor	1735685	Sphingomonas sp. Leaf20	148	PF13801	10..130
A0A0Q4G4B3	unreviewed	Heavy metal resistance protein	1735683	Sphingomonas sp. Leaf17	146	PF13801	9..130
A0A0Q4G5Y3	unreviewed	Heavy metal resistance protein	1735685	Sphingomonas sp. Leaf20	146	PF13801	12..130
A0A0Q4I7P3	unreviewed	Heavy metal resistance protein	1735692	Sphingomonas sp. Leaf25	146	PF13801	9..129
A0A0Q4IBU5	unreviewed	Heavy metal resistance protein	1735687	Sphingomonas sp. Leaf22	147	PF13801	13..131
A0A0Q4ICH1	unreviewed	Heavy metal resistance protein	1735687	Sphingomonas sp. Leaf22	146	PF13801	13..131
A0A0Q4IR04	unreviewed	Heavy metal resistance protein	1735694	Sphingomonas sp. Leaf230	146	PF13801	9..131
A0A0Q4J4A5	unreviewed	Heavy metal resistance protein	1735693	Sphingobium sp. Leaf26	145	PF13801	11..130
A0A0Q4J6M8	unreviewed	Periplasmic heavy metal sensor	1735692	Sphingomonas sp. Leaf25	150	PF13801	11..132
A0A0Q4J7B0	unreviewed	Heavy metal resistance protein	1735695	Sphingomonas sp. Leaf28	146	PF13801	10..131
A0A0Q4JBM0	unreviewed	Heavy metal resistance protein	1735695	Sphingomonas sp. Leaf28	146	PF13801	9..131
A0A0Q4JG09	unreviewed	Heavy metal resistance protein	1735695	Sphingomonas sp. Leaf28	145	PF13801	13..131
A0A0Q4JSF0	unreviewed	Heavy metal resistance protein	1736212	Sphingomonas sp. Leaf29	142	PF13801	8..127
A0A0Q4KHX4	unreviewed	Heavy metal resistance protein	1736214	Sphingomonas sp. Leaf32	142	PF13801	8..127
A0A0Q4KWK5	unreviewed	Heavy metal resistance protein	1736215	Sphingomonas sp. Leaf33	145	PF13801	13..130
A0A0Q4L6I4	unreviewed	Heavy metal resistance protein	1736217	Sphingomonas sp. Leaf38	146	PF13801	13..132
A0A0Q4L6P7	unreviewed	Heavy metal resistance protein	1736216	Sphingomonas sp. Leaf34	146	PF13801	13..132
A0A0Q4LKQ0	unreviewed	Heavy metal resistance protein	1736219	Sphingomonas sp. Leaf42	146	PF13801	10..131
A0A0Q4LMU9	unreviewed	Heavy metal resistance protein	1736219	Sphingomonas sp. Leaf42	146	PF13801	12..129
A0A0Q4M3Z1	unreviewed	Heavy metal resistance protein	1736219	Sphingomonas sp. Leaf42	153	PF13801	12..132
A0A0Q4NN38	unreviewed	Periplasmic heavy metal sensor	1736227	Duganella sp. Leaf61	194	PF13801	73..178
A0A0Q4QA45	unreviewed	Heavy metal resistance protein	1736230	Sphingomonas sp. Leaf67	147	PF13801	13..131
A0A0Q4UN26	unreviewed	Heavy metal resistance protein	1736309	Sphingomonas sp. Leaf257	146	PF13801	14..130
A0A0Q4UTT0	unreviewed	Heavy metal resistance protein	1736309	Sphingomonas sp. Leaf257	147	PF13801	10..131
